,TS1_V2_turnbaugh,TS10_V2_turnbaugh,TS100_V2_turnbaugh,TS101.2_V2_turnbaugh,TS103_V2_turnbaugh,TS104_V2_turnbaugh,TS105_V2_turnbaugh,TS106_V2_turnbaugh,TS107_V2_turnbaugh,TS109_V2_turnbaugh,TS11_V2_turnbaugh,TS110_V2_turnbaugh,TS111_V2_turnbaugh,TS115_V2_turnbaugh,TS116_V2_turnbaugh,TS117_V2_turnbaugh,TS118_V2_turnbaugh,TS119_V2_turnbaugh,TS12_V2_turnbaugh,TS120_V2_turnbaugh,TS124_V2_turnbaugh,TS125_V2_turnbaugh,TS126_V2_turnbaugh,TS127_V2_turnbaugh,TS128_V2_turnbaugh,TS129_V2_turnbaugh,TS13_V2_turnbaugh,TS130_V2_turnbaugh,TS131_V2_turnbaugh,TS132_V2_turnbaugh,TS133_V2_turnbaugh,TS134_V2_turnbaugh,TS135_V2_turnbaugh,TS136_V2_turnbaugh,TS137_V2_turnbaugh,TS138_V2_turnbaugh,TS139_V2_turnbaugh,TS14_V2_turnbaugh,TS140_V2_turnbaugh,TS141_V2_turnbaugh,TS142_V2_turnbaugh,TS143_V2_turnbaugh,TS144_V2_turnbaugh,TS145_V2_turnbaugh,TS146_V2_turnbaugh,TS147_V2_turnbaugh,TS148_V2_turnbaugh,TS149_V2_turnbaugh,TS15_V2_turnbaugh,TS150_V2_turnbaugh,TS151_V2_turnbaugh,TS152_V2_turnbaugh,TS153_V2_turnbaugh,TS154.2_V2_turnbaugh,TS155_V2_turnbaugh,TS156_V2_turnbaugh,TS16_V2_turnbaugh,TS160_V2_turnbaugh,TS161_V2_turnbaugh,TS162_V2_turnbaugh,TS163_V2_turnbaugh,TS164_V2_turnbaugh,TS165_V2_turnbaugh,TS166_V2_turnbaugh,TS167_V2_turnbaugh,TS168_V2_turnbaugh,TS169_V2_turnbaugh,TS17_V2_turnbaugh,TS170_V2_turnbaugh,TS178_V2_turnbaugh,TS179_V2_turnbaugh,TS180_V2_turnbaugh,TS181_V2_turnbaugh,TS182_V2_turnbaugh,TS183_V2_turnbaugh,TS184_V2_turnbaugh,TS185_V2_turnbaugh,TS186_V2_turnbaugh,TS19_V2_turnbaugh,TS190_V2_turnbaugh,TS191_V2_turnbaugh,TS192_V2_turnbaugh,TS193_V2_turnbaugh,TS194_V2_turnbaugh,TS195_V2_turnbaugh,TS2_V2_turnbaugh,TS20_V2_turnbaugh,TS21_V2_turnbaugh,TS22_V2_turnbaugh,TS23_V2_turnbaugh,TS25_V2_turnbaugh,TS26_V2_turnbaugh,TS27_V2_turnbaugh,TS28_V2_turnbaugh,TS29_V2_turnbaugh,TS3_V2_turnbaugh,TS30_V2_turnbaugh,TS31_V2_turnbaugh,TS32_V2_turnbaugh,TS33_V2_turnbaugh,TS34_V2_turnbaugh,TS35_V2_turnbaugh,TS37_V2_turnbaugh,TS38_V2_turnbaugh,TS39_V2_turnbaugh,TS4_V2_turnbaugh,TS43_V2_turnbaugh,TS44_V2_turnbaugh,TS49_V2_turnbaugh,TS5_V2_turnbaugh,TS50_V2_turnbaugh,TS51_V2_turnbaugh,TS55_V2_turnbaugh,TS56_V2_turnbaugh,TS57_V2_turnbaugh,TS6_V2_turnbaugh,TS61_V2_turnbaugh,TS62_V2_turnbaugh,TS63_V2_turnbaugh,TS64_V2_turnbaugh,TS65_V2_turnbaugh,TS66_V2_turnbaugh,TS67_V2_turnbaugh,TS68_V2_turnbaugh,TS69_V2_turnbaugh,TS7_V2_turnbaugh,TS70_V2_turnbaugh,TS71_V2_turnbaugh,TS72_V2_turnbaugh,TS73_V2_turnbaugh,TS74_V2_turnbaugh,TS75_V2_turnbaugh,TS76_V2_turnbaugh,TS77_V2_turnbaugh,TS78_V2_turnbaugh,TS8_V2_turnbaugh,TS82_V2_turnbaugh,TS83_V2_turnbaugh,TS84_V2_turnbaugh,TS85_V2_turnbaugh,TS86_V2_turnbaugh,TS87_V2_turnbaugh,TS88_V2_turnbaugh,TS89_V2_turnbaugh,TS9_V2_turnbaugh,TS90_V2_turnbaugh,TS91_V2_turnbaugh,TS92_V2_turnbaugh,TS94_V2_turnbaugh,TS95_V2_turnbaugh,TS96_V2_turnbaugh,TS97_V2_turnbaugh,TS98_V2_turnbaugh,TS99.2_V2_turnbaugh
Peptococcus,0,0,0,0,0,0,0,0,0,0.00121323,0,0,0.00100546,0,0.0037804,0,0,0.00055562,0,0,0,0,0,0.00042474,0,0,0,0,0,0,0,0,0,0.00059633,0,0,0,0.00018335,0,0,0,0,0,0,0,0,0,0,0.00011498,0,0,0,0.00040715,0,0,0,0,0.00065872,0,0,0,0,0.00240839,0,0.0006786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057741,0,0.00027948,0,0,0,0.00042235,5.32E-05,0,0,0,0.00017331,0,0,0,0,0.00019307,0.00045573,0,0,0.00010325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112017,0.00196795,0.00052141,0,0.00084803,0,0,0.00084179,0,0,0,0,0,0,0,0,0.00022593,0,0,0,0,0,0.00075854,0,0,0.00147002,0,0,0,0.00096389,0,0,0,0,0
Carnobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rikenella,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odoribacter,0.00446009,0,0.00277924,0,0.00111662,0.00143874,0,0,0,0.00148874,0,0,0.00452108,0.001524,0.00773159,0,0.00299897,0,0,0,0,0.00326511,0.00069716,0.006935,0.00246378,0,0.00331786,0,0,0.01409555,0,0,0.00343562,0.005359,0.00595775,0.00044294,0.00087706,0,0.00264672,0.00128774,0,0,0.00168864,0.00322359,0.00324893,0,0.00415434,0.00178046,0.0031716,0,0.0060594,0.00306879,0.00498553,0.00332281,0.00193001,0.00084807,0,0.00269167,0,0,0.0091293,0.00056713,0.00262724,0.00139945,0.00110981,0,0.00171671,0.00246069,0,0,0.00042697,0.00483708,0.00250946,0.00190151,0.00183862,0,0,0,0,0.00566027,0,0,0.00065457,0.00249846,0.00749107,0.00712571,0.00209266,0,0.00169504,0,0.0054994,0.00430614,0.00399652,0,0,0,0,0.00230354,0.00152361,0.00083761,0,0,0.00179125,0,0.00369599,0.00221393,0.0023161,0,0,0,0,0.0002803,0,0.00224955,0,0.00121292,0.00843146,0.00359911,0,0.00702124,0.00321965,0.00766518,0.00251957,0.00069403,0.00021798,0.00131518,0.01307141,0.00079457,0.00149057,0.00238742,0.00263413,0,0.00462902,0,0,0.00174931,0,0,0,0,0.00146808,0.00619909,0,0.00884187,0,0,0,0,0,0.00698481,0.005007,0,0.00156939,0.00367847
Subdoligranulum,0.0969111,0.00642497,0.02079482,0.02858859,0.00910999,0.02054434,0.00335847,0.00139467,0.02013697,0.01552258,0,0.15524802,0.02656227,0.01658131,0.01115218,0.01731635,0.01183215,0.05341563,0.05861656,0.06790013,0.00757317,0.00063555,0.03031626,0.04930389,0.03612175,0.00964959,0.09385883,0.00052185,0.00046751,0.0148502,0.07036303,0.05996224,0.03271843,0.05336005,0.01812051,0.03969397,0.06825274,0.10593424,0.01728276,0.01094495,0.06367959,0.0615586,0.0226797,0.03727677,0.01420772,0.03339069,0.00716015,0.01543831,0.03388356,0.01432184,0.01479247,0.07574236,0.03075093,0.02335644,0.01640751,0.03919349,0.06207571,0.01464712,0.01079525,0,0.01863403,0.01040146,0.06745756,0.01165715,0.25613513,0.10200162,0.04342798,0.03849391,0.02063663,0.01550326,0.04231718,0.03414025,0.03681884,0.02663952,0.01275445,0.01161317,0.05539886,0.01501871,0.00060487,0.05679791,0.03192445,0.01534889,0.044471,0.0234514,0.03822354,0.03057303,0.00177273,0.03956518,0,0.003834,0.01266345,0.00809957,0.01621194,0.09105342,0.27307964,0.0690754,0.00109798,0.03470525,0.01801149,0.0573237,0.04258978,0.01031695,0.01924709,0.04742898,0.02498507,0.01445577,0.01260278,0.01299854,0.1200874,0.02000623,0,0.02332816,0.00178159,0.0027209,0,0.00742247,0.00860528,0.00070049,0.00169452,0.05025975,0.07117633,0.02317791,0.00171466,0.01367575,0.00014864,0.00894284,0.07021104,0.01376985,0.02483233,0.00027163,0.01522974,0,0.0248778,0,0.00464701,0.06336139,0.00397641,0.02946155,0.01356804,0.02558757,0.08110644,0.03964321,0,0.08943053,0.02550166,0.03814686,0.03166159,0.0223429,0.06378966,0.0519548,0.03951225,0.00897386,0,0.00075166
Veillonella,0,0.00240999,0,0.00066583,0.00076008,0,0,0.00557568,0,0,0.00246592,0,0,0,0,0,0,0,0.0023087,0,0,0,0,0,0,0,0,0,0,0.00154779,0.00079158,0,0,0,0,0,0,5.18E-05,0,0.00350306,0,0,0,0,0,0,0,0.00037937,0.0005086,0,0,0,0,0,0,0,0,0.00073331,0.00498296,0.00147372,0,0,0,0,0,0,0.00093491,0,0,0.00026828,0,0.00041232,0.00073248,0,0,0.00044762,0,0,8.73E-05,0.00032189,0,0.00015603,0,0,0,0,0.00290547,0,0,0,0.00048064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99E-05,0,0.02092299,0,0.00051376,0,0,0,0,0,0,0,0,0,0.00014864,0,0,0.00162086,0,0,0,0,0.00094569,0,0.00051722,0,0,0,0,0,0,0,0,0,0,0,0,0.00052058,0,0,0,0.00040886,0,0
Brachyspira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00340995,0,0,0,0,0,0,0,0,0,0,0,0
Acetitomaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phascolarctobacterium,0,0,0,0.00066583,0.01366449,0.00880529,0,0,0,0.01349802,0,0,0.0181745,0.00034642,0,0,0,0,0,0,0.01703839,0.00666382,0.00568511,0,0.00931047,0.00964959,0.01141793,0,0,0.01020982,0,0,0.02161787,0,0,0.01263058,0,5.18E-05,0,0,0,0,0,0.02443386,0.0126292,0.00564779,0.0001894,0,0,0.00209673,0,0.00894683,0,0,0,0,0,0,0,0,0,0.00462343,0.00178793,0.01118139,0,0,0.00023448,0.00502181,0,0,0,0.01439707,0,0,0.01625539,0.00491384,0.00070671,0,0.0183758,0,0,0,0.0026692,0.00985696,0.0060529,7.92E-05,0,0,0.00444691,0.00425988,0.01592499,0.00959292,0,0.00561382,0.00031167,0.0081274,0.00506399,0,0,0,0,0,0.0068224,0.00024422,0,0,0,0,0,0,0,0.00061862,0,0,0,0,0.00143505,0.01224199,0.00635168,0.00270085,0.00255601,0,0.00942616,0,0,0.01625889,0.00936234,0.00297075,0.01267005,0.01569726,0,0.0035971,0,0,0,0,0,0.00231163,0,0,0,0,0.00560305,0.0068185,7.54E-05,0.00277524,0,0,0,0,0,0,0,0
Coprococcus,0.00589056,0.00321299,0.02322527,0.00930859,0.02353256,0.01565307,0.01846708,0.01672503,0.00662104,0.00472496,0.00810004,0.01211247,0.01621736,0.02418061,0.01052098,0.01043765,0.00734447,0.01760004,0.00830872,0.03395057,0.00568013,0.00031828,0.01326393,0.03562175,0.00614525,0.01072166,0.03982752,0.00286565,0.00233357,0.00495073,0.00355863,0.01451793,0.00701188,0.02220632,0.01502112,0.01503622,0.01251879,0.00898528,0.02988405,0.01400926,0.00880761,0.02006422,0.0051683,0.01660282,0.01010356,0.01006701,0.0150729,0.00711427,0.00799576,0.01979403,0.03128131,0.00984141,0.01221053,0.01958943,0.01443873,0.01671545,0.0050045,0.02050557,0,0.00368279,0.00745421,0.03197278,0.02144414,0.00832682,0.01848491,0.07388606,0.04716364,0.00502181,0.01081014,0.00107012,0.00174002,0.01933287,0.01828801,0.00582009,0.00250168,0.01786588,0.01164514,0.00611933,0.03506841,0.05840234,0.03192445,0.04449439,0.0142314,0.00238003,0.00127508,0.00500512,0.01417481,0.00537353,0.03243966,0.02427664,0.02177658,0.01838073,0.00614303,0.00358697,0.0031077,0.00620273,0.00084483,0.01153743,0.01131733,0.02516151,0.02233414,0.06312481,0.00901499,0.00535185,0.00612917,0.00903523,0.01732845,0.00179376,0.07135786,0.01397816,0.01805791,0.01715193,0.03249685,0.00697074,0.00192387,0.00695126,0.03298408,0.0048974,0.02836738,0.02554574,0.01350606,0.00405696,0.01456715,0.01178957,0.00354434,0.01316989,0.01965981,0.01646962,0.01419033,0.00027163,0.00627166,0.02157761,0.01417133,0.00915871,0.00258212,0.01715589,0.00695796,0.01155416,0.00763246,0.01196891,0.00299566,0.01518312,0.00560305,0.00721953,0.0430473,0.0159529,0.01960041,0.01454922,0.02037049,0.00285212,0.02248154,0.002856,0.00106815,0.00100188
Pelomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coriobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microbacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00039525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92E-05,0,0.00183325,0,0,9.69E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luteococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetivibrio,0.00071489,0,0.00027105,0,0,0.00049013,0,0,0,0,0,0.00036801,0,0,0,0,0,0,0.00046254,0,0,0,0,0,0.00018719,0.00035836,0.00026651,0,0,0,0,0,0,0,0,0,0,0.00030555,0,0,0,0.00022899,0,0.00031424,0.0003167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037822,0.00065485,0,0,0.00032855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004457,0,0,0.00078289,3.00E-05,0,0.00016566,0,0.00143991,0.0006328,0.00120927,0.00062465,0.00062234,0,0,4.85E-05,0,0,0,0,0.00024462,0,0,0,0,0,0,0,0,9.60E-05,0,0,0,0,0,0,0,0,0,0.00231869,0,0,0,0,0,0,0,0.00054225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sporacetigenium,0.00047029,0,0.0044983,0,0,0,0.00029528,0.00855192,0.00894653,0.00059251,0.00030965,0.00064438,0.00122632,0.00030377,0.00129192,0.0002089,0.00035859,0,0,0,0,0,0.0020769,0.00682431,0.00310173,0,0.00011736,0,0.00061435,0,0.00104043,0.00276713,0,0.00087248,0,0.00052814,0.00078471,0.0027149,0.00063215,0.00115209,0.00356364,0.0033982,0.00050424,0,0.00083115,0,0.00132206,0.0011949,0.00011223,0.00010305,0.00680221,0,0.00059554,0.00132172,0.00230186,0,0.0002751,0,0,0,0,0.00439022,0.00391663,0.0002095,0.02347629,0,0.00347997,0,0,0.002578,0.00177931,0.00108256,0.00320673,0.00090775,0,0.0011754,0,0,0.00022784,0,0.00110916,0,0,0.00029889,0,0.00096047,0.00104477,0.00062706,0.00028966,0.00037429,0.00168262,0.00045409,0.00441373,0.0009576,0.0002733,0.00028216,0,0,0.0002804,0,0.0063743,0.00775128,0.00128221,0.00064055,0.00137828,0.00176068,0.00138169,0.00117953,0.00014266,0.00052356,0.00024263,0.00066728,0.00429293,0.000448,0.00022572,0,0.00125795,0.00092065,0,0.00036507,0.00384011,0,0,0.00062097,0,0.00235227,0.00041126,0.00378719,0.00088936,0,0.00353431,0,0.00027701,0.00032207,0,0.00164732,0.00348547,0.00101364,0.00148745,0,0.00131342,0.00258852,0,0.0003525,0,0,0,0.00045641,0.00047084,0.00027867,0,0.00143096,0.00070252,0.00022032
Bradyrhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parabacteroides,0.0187554,0.00788279,0.0021839,0.00038486,0.01840875,0.01920507,0,0.01166883,0.01337901,0.02376942,0.0085402,0.00084863,0.03616161,0.00239429,0.00826169,0.00410958,0.0051832,0.01497562,0,0,0.0004382,0.00403117,0,0.01443858,0.01548132,0.01568209,0.00291371,0,0.00619619,0.01536211,0.01141271,0,0.01585546,0.01224786,0.00330475,0.00069548,0.00068934,0.00052853,0.00041676,0.00202303,0.00117441,0.02106304,0.0043105,0.01229947,0,0.03572306,0.02175657,0.00157392,0.00454375,0.00040435,0.00700125,0.0475204,0.01175025,0.05133094,0.02349356,0.00865326,0.03033474,0.0021151,0.0129452,0.00566979,0,0,0.01238186,0.01758151,0.00348582,0,0.00027061,0.012563,0,0.00030964,0,0.00095094,0,0.00925921,0.01415066,0,0,0.00257017,0.01892832,0.00407702,0.01387062,0,0.00770384,0.00353313,0.02354123,0.03575587,0.01821305,0.00720911,0.0117901,0.0093452,0.03677784,0.00796008,0.0388358,0.00522218,0.00322975,0.0053104,0.00808873,0.00701826,0.00754711,0.00453664,0.00299977,0.00850991,0.01744313,0,0.02050492,0.0503083,0.01928247,0.0517564,0.00112082,0.00030698,0,0.00746225,0.00180014,0,0.01347177,0.0122439,0.0099369,0.04200343,0.0004899,0.03429553,0.02191848,0.00869924,0.02077918,0.02586569,0.10689692,0.01135927,0.01027061,0.00124804,0.00351214,0.00531363,0.00362156,0.00069311,0.00218278,0,0.00238546,0.01381003,0.00172249,0.00133511,0.00342809,0.00286033,0.00086553,0.00974085,0.00323552,0.00139028,0.00283411,0.00640818,0.00174197,0.00540091,0.01114296,0,0.01101419,0.00141393,0,0.00173466
Rhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geosporobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aquincola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barnesiella,0.04223118,0,0.00357302,0,0.00111662,0,0,0,0,0.00644787,0,0.01672239,0.01479398,0,0,0,0.00060059,0,0,0.01247489,0.00055744,0.0009336,0.00417796,0.0336309,0.00191649,0.00210182,0.01717065,0,0,0,0,0,0,0.00779445,0.00350497,0,0.0013151,0.0002994,0.00158843,0,0,0.0030167,0,0,0.04686406,0,0.004985,0.00278141,0.00177281,0,0,0,0.0169484,0.0155028,0.00675253,0,0,0.00107727,0,0,0.00821647,0,0.01772814,0,0,0,0.00411871,0,0,0,0,0,0,0.00950356,0.01690708,0,0.01348425,0,0.00754476,0.00424545,0,0,0,0,0.01170424,0,0.0100751,0,0,0,0,0,0.00518038,0,0,0.00078675,0.00806215,0,0.01101063,0.00527167,0,0,0.0014332,0.00035846,0.02032347,0.01165577,0.00972442,0.00395323,0,0.00019571,0,0.01068416,0,0,0,0.00086666,0,0,0,0,0.00965695,0.01745831,0.00377885,0.00242659,0,0.00035941,0.01031975,0.00039778,0.00074579,0,0.0039507,0,0.00138941,0,0,0.01527572,0,0,0.00249343,0,0.00513579,0.00433966,0.00514682,0.0070737,0,0.02395513,0,0,0,0,0.0060082,0,0,0
Dialister,0.00803222,0.00321299,0,0,0,0.00049013,0.0050372,0,0.01655111,0,0.0010574,0,0,0.01381792,0.00589219,0,0,0.00710237,0.0023087,0,0,0,0.00757981,0.00660617,0,0,0,0,0.01562921,0,0.00869743,0.0044192,0,0,0,0,0,0.0082239,0,0,0.00406559,0.00934864,0,0,0.0003167,0,0.01111653,0,0.02937857,0.00011743,0.00703301,0,0.00497525,0,0,0.01037548,0,0,0.01204074,0.00589186,0.00434871,0,0.00491505,0,0.00641378,0,0,0,0,0,0.00463839,0,0.00682815,0,0,0.00357398,0.00388238,0,8.73E-05,0,0.00790284,0.00387673,0,0,0,0.00383228,0.0289295,0.00829271,0,0,0,0,0,0.0014042,0,0,0,0,0,0.0350094,0,0,0,0.0131349,0,0.01084208,0,0.02285875,8.18E-05,0,0.02777556,0.00660482,0,0.01479044,0.00307759,0.0001188,0,0.00035074,0,0.00789287,0.00474602,0,0,0.0049522,0.00014864,0.00016358,0,0.00702041,0,0,0,0,0.0078734,0.00512932,0,0.01252282,0,0,0,0.02806369,0.00025056,0,0,0,0.0045361,0.00554949,0,0.00571637,0.01072178,0.00887116,0,0.00244814,0,0
Zymophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
